workerid,proliferate.condition,experiment_id,error
124,Shift40_bwd_ExpBlockC,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
128,Shift0_bwd_ExpBlockC,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
118,Shift0_fwd_ExpBlockC,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
135,Shift40_fwd_ExpBlockC,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
141,Shift40_fwd_ExpBlockC,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
139,Shift40_bwd_ExpBlockB,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
131,Shift40_bwd_ExpBlockB,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
134,Shift10_fwd_ExpBlockA,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
126,Shift10_fwd_ExpBlockA,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
147,Shift0_bwd_ExpBlockB,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
142,Shift0_bwd_ExpBlockB,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
140,Shift10_bwd_ExpBlockC,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
148,Shift0_bwd_ExpBlockA,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
146,Shift0_fwd_ExpBlockB,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
144,Shift40_fwd_ExpBlockB,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
138,Shift40_fwd_ExpBlockB,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
125,Shift0_fwd_ExpBlockA,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
119,Shift0_fwd_ExpBlockA,73e0ff3b-61d5-4249-b6d5-c31ecb148bf1,
